City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Pao De Acucar,BR,2022-01-09 19:38:51,-9.7483,-37.4367,93.54,36,92,18.39,overcast clouds
260,Upington,ZA,2022-01-09 19:38:51,-28.4478,21.2561,79.18,50,59,14.97,broken clouds
261,Xuddur,SO,2022-01-09 19:38:51,4.1213,43.8894,79.16,43,5,11.56,clear sky
262,Aden,YE,2022-01-09 19:38:52,12.7794,45.0367,76.53,71,89,17.63,overcast clouds
263,Katsuura,JP,2022-01-09 19:38:52,35.1333,140.3,47.19,88,100,20.0,overcast clouds
264,Cayenne,GF,2022-01-09 19:38:52,4.9333,-52.3333,82.44,74,75,3.0,broken clouds
265,Mogzon,RU,2022-01-09 19:38:53,51.7435,111.9606,-23.03,99,49,1.05,scattered clouds
266,Dikson,RU,2022-01-09 19:38:53,73.5069,80.5464,-4.09,97,100,12.88,overcast clouds
267,Boysun,UZ,2022-01-09 19:38:53,38.2061,67.1986,33.13,52,15,5.06,few clouds
268,Chama,CH,2022-01-09 19:38:54,47.1821,8.4636,36.79,92,75,1.14,broken clouds
269,Shirgaon,IN,2022-01-09 19:38:54,19.7,72.7,65.07,48,0,11.54,clear sky
270,Mayo,US,2022-01-09 19:34:21,38.8876,-76.5119,44.19,88,100,1.01,heavy intensity rain
271,Honiara,SB,2022-01-09 19:38:54,-9.4333,159.95,78.87,86,97,7.34,overcast clouds
272,East London,ZA,2022-01-09 19:35:50,-33.0153,27.9116,75.42,85,85,25.28,overcast clouds
273,Moose Factory,CA,2022-01-09 19:38:55,51.2585,-80.6094,-0.4,65,100,19.57,overcast clouds
274,Mahibadhoo,MV,2022-01-09 19:38:55,3.7833,72.9667,80.76,76,32,8.86,scattered clouds
275,Okhotsk,RU,2022-01-09 19:38:56,59.3833,143.3,7.02,78,100,14.94,overcast clouds
276,Tura,IN,2022-01-09 19:38:56,25.5198,90.2201,59.0,65,12,1.92,few clouds
277,Cairns,AU,2022-01-09 19:38:56,-16.9167,145.7667,79.07,94,99,13.8,light rain
278,Cockburn Town,TC,2022-01-09 19:38:57,21.4612,-71.1419,82.36,69,40,20.71,scattered clouds
279,Puerto Escondido,MX,2022-01-09 19:36:59,15.85,-97.0667,85.03,65,0,10.36,clear sky
280,Pemangkat,ID,2022-01-09 19:39:57,1.1667,108.9667,77.05,91,100,7.25,overcast clouds
281,Marsa Matruh,EG,2022-01-09 19:39:57,31.3525,27.2453,57.4,51,7,25.32,sand
282,Waipawa,NZ,2022-01-09 19:39:58,-41.4122,175.5153,63.23,71,100,8.68,overcast clouds
283,Hurghada,EG,2022-01-09 19:39:58,27.2574,33.8129,64.44,55,40,3.44,scattered clouds
284,Fortuna,US,2022-01-09 19:35:15,40.5982,-124.1573,60.93,65,0,4.0,clear sky
285,Viedma,AR,2022-01-09 19:39:58,-40.8135,-62.9967,86.22,36,76,21.68,broken clouds
286,Touros,BR,2022-01-09 19:39:59,-5.1989,-35.4608,88.7,68,100,14.83,overcast clouds
287,Moengo,SR,2022-01-09 19:39:59,5.6167,-54.4,80.64,58,99,5.37,overcast clouds
288,Quthing,LS,2022-01-09 19:39:59,-30.4,27.7003,65.3,73,73,4.81,light rain
289,Fukue,JP,2022-01-09 19:40:00,32.6881,128.8419,50.09,62,20,9.17,few clouds
290,Mendi,PG,2022-01-09 19:36:01,-6.1761,143.6513,52.79,96,95,3.56,overcast clouds
291,Camargo,MX,2022-01-09 19:40:00,27.6667,-105.1667,71.35,16,46,7.54,scattered clouds
292,Lasa,IT,2022-01-09 19:40:01,46.6166,10.7002,28.36,83,93,4.63,overcast clouds
293,Tatishchevo,RU,2022-01-09 19:40:01,51.6703,45.5953,14.25,97,100,9.31,overcast clouds
294,San Quintin,MX,2022-01-09 19:40:02,30.4833,-115.95,64.74,51,100,6.17,overcast clouds
295,Saldanha,ZA,2022-01-09 19:40:02,-33.0117,17.9442,66.25,87,96,12.01,overcast clouds
296,Gigmoto,PH,2022-01-09 19:40:02,13.7796,124.39,77.16,87,84,4.79,broken clouds
297,Aswan,EG,2022-01-09 19:40:02,24.0934,32.907,63.7,34,0,14.97,clear sky
298,Kahului,US,2022-01-09 19:40:03,20.8947,-156.47,78.84,65,0,3.44,clear sky
299,Castro,BR,2022-01-09 19:40:03,-24.7911,-50.0119,64.76,74,100,8.72,overcast clouds
300,Cabedelo,BR,2022-01-09 19:40:04,-6.9811,-34.8339,86.67,67,2,12.59,clear sky
301,Singida,TZ,2022-01-09 19:40:04,-4.8167,34.75,69.35,57,100,3.15,overcast clouds
302,Pachino,IT,2022-01-09 19:40:04,36.7186,15.0907,51.84,70,100,32.82,overcast clouds
303,Nguru,NG,2022-01-09 19:40:05,12.8791,10.4526,72.01,16,0,14.07,clear sky
304,Monywa,MM,2022-01-09 19:40:05,22.1167,95.1333,66.36,67,0,3.22,clear sky
305,Husavik,IS,2022-01-09 19:40:05,66.0449,-17.3389,39.11,85,100,20.85,overcast clouds
306,Beringovskiy,RU,2022-01-09 19:40:06,63.05,179.3167,-12.64,86,3,11.77,clear sky
307,Sestri Levante,IT,2022-01-09 19:40:06,44.2732,9.3968,47.17,57,2,3.0,clear sky
308,Kandrian,PG,2022-01-09 19:40:06,-6.2167,149.55,78.26,86,93,11.79,overcast clouds
309,Placido De Castro,BR,2022-01-09 19:40:07,-10.3353,-67.1856,83.71,64,91,4.12,overcast clouds
310,Zhangye,CN,2022-01-09 19:40:07,38.9342,100.4517,20.79,70,1,4.12,clear sky
311,Christchurch,NZ,2022-01-09 19:40:05,-43.5333,172.6333,70.92,66,45,1.99,scattered clouds
312,Manzil Salim,TN,2022-01-09 19:40:08,35.8567,8.4765,50.0,74,94,19.42,overcast clouds
313,Kirakira,SB,2022-01-09 19:40:08,-10.4544,161.9205,80.4,83,100,7.81,overcast clouds
314,Naze,JP,2022-01-09 19:40:08,28.3667,129.4833,57.72,80,100,12.73,overcast clouds
315,Malakal,SS,2022-01-09 19:40:08,9.5334,31.6605,84.87,27,27,3.67,scattered clouds
316,Maskinonge,CA,2022-01-09 19:40:09,46.2286,-73.0192,22.98,93,100,5.75,overcast clouds
317,Mukhen,RU,2022-01-09 19:40:09,48.1,136.1,-16.74,98,82,3.42,broken clouds
318,Puerto Colombia,CO,2022-01-09 19:40:10,10.9878,-74.9547,84.29,69,50,22.59,scattered clouds
319,Misratah,LY,2022-01-09 19:40:10,32.3754,15.0925,58.26,42,100,22.95,overcast clouds
320,Bilma,NE,2022-01-09 19:40:10,18.6853,12.9164,56.08,21,3,12.1,clear sky
321,Bende,NG,2022-01-09 19:41:10,5.5572,7.6368,80.51,69,0,5.95,clear sky
322,Shirokiy,RU,2022-01-09 19:41:11,49.758,129.523,-33.23,100,51,2.3,broken clouds
323,Asau,RO,2022-01-09 19:41:11,46.4333,26.4,38.39,96,96,2.64,overcast clouds
324,Atikokan,CA,2022-01-09 19:41:11,48.7555,-91.6216,-6.86,87,100,13.38,overcast clouds
325,Brownwood,US,2022-01-09 19:41:12,31.7093,-98.9912,50.2,46,100,21.74,overcast clouds
326,Belyy Yar,RU,2022-01-09 19:41:12,53.6039,91.3903,8.49,86,100,0.0,mist
327,Fagersta,SE,2022-01-09 19:41:12,60.0042,15.7932,30.79,85,100,7.43,overcast clouds
328,Maumere,ID,2022-01-09 19:41:13,-8.6199,122.2111,79.32,82,99,6.62,overcast clouds
329,Carutapera,BR,2022-01-09 19:41:13,-1.195,-46.02,78.82,87,95,2.82,heavy intensity rain
330,Kyabe,TD,2022-01-09 19:41:13,9.4515,18.9449,85.82,19,36,5.37,scattered clouds
331,Cabo Rojo,PR,2022-01-09 19:41:13,18.0866,-67.1457,85.69,65,83,3.0,broken clouds
332,Kisaran,ID,2022-01-09 19:41:14,2.9845,99.6158,72.57,98,88,2.95,overcast clouds
333,Vostok,RU,2022-01-09 19:41:14,46.4856,135.8833,-20.02,98,39,4.32,scattered clouds
334,Murray Bridge,AU,2022-01-09 19:41:14,-35.1167,139.2667,75.69,53,0,3.29,clear sky
335,Xalpatlahuac,MX,2022-01-09 19:41:15,17.4667,-98.6167,77.7,35,13,4.99,few clouds
336,Manzhouli,CN,2022-01-09 19:41:15,49.6,117.4333,-10.26,90,22,6.29,few clouds
337,Vila Velha,BR,2022-01-09 19:41:15,-20.3297,-40.2925,75.15,93,40,4.0,scattered clouds
338,Madison,US,2022-01-09 19:37:07,34.7334,-86.5667,60.66,97,100,1.01,moderate rain
339,Altamont,US,2022-01-09 19:41:16,42.2068,-121.7372,40.77,70,0,1.99,clear sky
340,Bairiki,KI,2022-01-09 19:41:16,1.3292,172.9752,78.8,89,75,8.05,broken clouds
341,Impfondo,CG,2022-01-09 19:41:16,1.6381,18.0667,79.72,47,26,1.83,scattered clouds
342,Tarauaca,BR,2022-01-09 19:41:17,-8.1614,-70.7656,78.69,93,92,4.47,overcast clouds
343,Longyearbyen,SJ,2022-01-09 19:41:17,78.2186,15.6401,24.64,93,75,6.91,light snow
344,Iquitos,PE,2022-01-09 19:41:17,-3.7481,-73.2472,91.44,58,75,9.22,broken clouds
345,Guilin,CN,2022-01-09 19:41:18,25.2819,110.2864,46.51,86,99,2.64,overcast clouds
346,Pimentel,PE,2022-01-09 19:41:18,-6.8367,-79.9342,82.69,51,0,20.71,clear sky
347,Coquimbo,CL,2022-01-09 19:41:18,-29.9533,-71.3436,71.33,56,0,12.66,clear sky
348,Honningsvag,NO,2022-01-09 19:41:19,70.9821,25.9704,28.15,69,75,13.8,broken clouds
349,Cortez,US,2022-01-09 19:41:19,37.3489,-108.5859,41.04,56,0,0.0,clear sky
350,Imbituba,BR,2022-01-09 19:41:19,-28.24,-48.6703,71.49,73,100,9.01,overcast clouds
351,Grindavik,IS,2022-01-09 19:41:20,63.8424,-22.4338,43.27,87,75,36.82,heavy intensity rain
352,Mildura,AU,2022-01-09 19:39:09,-34.2,142.15,75.16,31,0,6.91,clear sky
353,Vila Franca Do Campo,PT,2022-01-09 19:41:20,37.7167,-25.4333,61.2,80,77,6.67,broken clouds
354,Sterling,US,2022-01-09 19:41:21,39.0062,-77.4286,43.21,95,100,5.99,mist
355,Nizhniye Sergi,RU,2022-01-09 19:41:21,56.6614,59.3033,1.87,97,100,7.38,overcast clouds
356,Dingle,PH,2022-01-09 19:41:21,10.9995,122.6711,72.95,95,48,5.77,scattered clouds
357,Miri,MY,2022-01-09 19:41:21,4.4148,114.0089,77.14,94,20,1.14,few clouds
358,Chimore,BO,2022-01-09 19:41:22,-16.9833,-65.1333,79.79,87,100,2.86,moderate rain
359,Nileshwar,IN,2022-01-09 19:41:22,12.25,75.1,73.98,84,4,6.35,clear sky
360,Yaroslavskiy,RU,2022-01-09 19:41:22,44.1683,132.2072,-9.67,97,9,1.16,clear sky
361,Oxbow,CA,2022-01-09 19:41:23,49.2333,-102.1676,-4.36,77,67,7.9,broken clouds
362,Chiriguana,CO,2022-01-09 19:41:23,9.3624,-73.6031,95.7,28,47,4.38,scattered clouds
363,Belmopan,BZ,2022-01-09 19:41:24,17.25,-88.7667,86.38,56,23,8.21,few clouds
364,Bambous Virieux,MU,2022-01-09 19:41:24,-20.3428,57.7575,77.25,83,40,6.91,moderate rain
365,Flinders,AU,2022-01-09 19:41:24,-34.5833,150.8552,72.21,94,100,3.0,overcast clouds
366,Kongolo,CD,2022-01-09 19:41:25,-5.3833,27.0,72.05,94,100,0.85,overcast clouds
367,Ayorou,NE,2022-01-09 19:42:25,14.7308,0.9174,72.14,10,35,10.56,scattered clouds
368,Dunedin,NZ,2022-01-09 19:42:25,-45.8742,170.5036,58.69,92,90,2.37,overcast clouds
369,Lima,PE,2022-01-09 19:40:00,-12.0432,-77.0282,77.4,83,0,1.01,clear sky
370,Itoman,JP,2022-01-09 19:42:26,26.1247,127.6694,66.22,77,75,16.11,broken clouds
371,Tuatapere,NZ,2022-01-09 19:42:26,-46.1333,167.6833,59.83,92,87,1.81,overcast clouds
372,Presidencia Roque Saenz Pena,AR,2022-01-09 19:42:26,-26.7852,-60.4388,103.41,17,32,5.99,scattered clouds
373,Sao Jose Da Coroa Grande,BR,2022-01-09 19:42:27,-8.8978,-35.1478,82.38,67,1,9.48,clear sky
374,Dawei,MM,2022-01-09 19:42:27,14.0833,98.2,69.71,71,1,3.47,clear sky
375,Jumla,NP,2022-01-09 19:42:27,29.2747,82.1838,35.4,85,100,4.47,overcast clouds
376,Labuhan,ID,2022-01-09 19:42:28,-6.8844,112.2051,79.0,84,100,4.03,overcast clouds
377,San Carlos,VE,2022-01-09 19:42:28,9.6612,-68.5827,92.95,27,77,5.44,broken clouds
378,Lompoc,US,2022-01-09 19:39:14,34.6391,-120.4579,69.08,67,0,14.0,clear sky
379,Thinadhoo,MV,2022-01-09 19:42:28,0.5333,72.9333,81.72,76,99,9.91,overcast clouds
380,Ransang,PH,2022-01-09 19:42:29,8.9603,117.5828,77.97,84,20,6.8,few clouds
381,Kiama,AU,2022-01-09 19:42:29,-34.6833,150.8667,72.37,95,100,1.01,overcast clouds
382,Luwingu,ZM,2022-01-09 19:42:29,-10.2621,29.9271,62.58,97,84,3.2,light rain
383,Warwick,US,2022-01-09 19:42:30,41.7001,-71.4162,47.44,77,100,19.57,overcast clouds
384,Shelburne,CA,2022-01-09 19:42:30,44.0787,-80.2041,31.12,82,76,19.35,broken clouds
385,Coracao De Jesus,BR,2022-01-09 19:42:30,-16.6853,-44.365,79.52,95,100,4.52,overcast clouds
386,Uyar,RU,2022-01-09 19:42:30,55.81,94.3153,26.76,83,100,16.8,overcast clouds
387,Mangan,IN,2022-01-09 19:42:31,27.5167,88.5333,54.82,70,94,5.14,overcast clouds
388,Lagoa,PT,2022-01-09 19:42:31,39.05,-27.9833,59.49,69,100,7.38,overcast clouds
389,Nyurba,RU,2022-01-09 19:42:31,63.2842,118.3319,-27.99,96,28,5.12,scattered clouds
390,Iqaluit,CA,2022-01-09 19:42:32,63.7506,-68.5145,-25.31,74,20,10.0,few clouds
391,Ichinohe,JP,2022-01-09 19:42:32,40.2069,141.3017,22.19,93,21,3.89,few clouds
392,Tecoanapa,MX,2022-01-09 19:42:32,16.5167,-98.75,84.16,56,99,9.46,overcast clouds
393,Homer,US,2022-01-09 19:42:33,59.6425,-151.5483,17.47,63,100,8.05,overcast clouds
394,Mezen,RU,2022-01-09 19:42:33,65.8522,44.24,3.58,95,76,10.09,broken clouds
395,Floha,DE,2022-01-09 19:42:33,50.8561,13.0741,38.01,93,100,3.0,light rain
396,La Ronge,CA,2022-01-09 19:41:42,55.1001,-105.2842,-16.35,58,0,12.66,clear sky
397,Solnechnyy,RU,2022-01-09 19:42:34,50.7214,136.6319,-12.39,97,79,2.89,broken clouds
398,Bogorodskoye,RU,2022-01-09 19:42:34,56.55,37.8833,19.26,96,100,5.35,snow
399,Mehamn,NO,2022-01-09 19:42:34,71.0357,27.8492,28.58,74,100,8.01,overcast clouds
400,Griffith,US,2022-01-09 19:41:50,41.5284,-87.4237,27.09,50,0,12.66,clear sky
401,Palmer,US,2022-01-09 19:42:35,42.1584,-72.3287,41.02,71,100,5.99,overcast clouds
402,Mwandiga,TZ,2022-01-09 19:42:35,-4.83,29.6581,73.4,81,87,2.8,overcast clouds
403,Kumbo,CM,2022-01-09 19:42:35,6.2,10.6667,65.8,38,73,5.12,broken clouds
404,Kuusamo,FI,2022-01-09 19:42:35,65.9667,29.1833,-5.76,84,20,8.05,few clouds
405,Whyalla,AU,2022-01-09 19:42:36,-33.0333,137.5833,62.49,63,3,4.61,clear sky
406,Mahon,ES,2022-01-09 19:42:36,39.8885,4.2658,54.16,76,20,6.91,few clouds
407,Cidreira,BR,2022-01-09 19:42:36,-30.1811,-50.2056,75.15,66,67,16.84,broken clouds
408,Bonoua,CI,2022-01-09 19:42:37,5.2741,-3.595,83.82,82,4,6.2,clear sky
409,Los Llanos De Aridane,ES,2022-01-09 19:42:37,28.6585,-17.9182,64.15,45,0,1.99,clear sky
410,Muisne,EC,2022-01-09 19:42:37,0.6,-80.0333,84.31,75,100,7.49,overcast clouds
411,Ahuimanu,US,2022-01-09 19:42:38,21.4447,-157.8378,76.78,78,20,0.0,few clouds
412,Sivas,TR,2022-01-09 19:42:38,39.7916,37.0019,36.23,93,75,19.57,broken clouds
413,Gat,IL,2022-01-09 19:40:18,31.61,34.7642,58.41,22,94,11.07,overcast clouds
414,Samarai,PG,2022-01-09 19:42:38,-10.6167,150.6667,79.48,83,96,6.46,overcast clouds
415,Quatre Cocos,MU,2022-01-09 19:43:39,-20.2078,57.7625,77.11,84,100,5.97,moderate rain
416,Makakilo City,US,2022-01-09 19:41:25,21.3469,-158.0858,75.61,78,0,4.61,clear sky
417,Baker City,US,2022-01-09 19:41:40,44.7749,-117.8344,37.13,75,0,18.41,clear sky
418,Zaysan,KZ,2022-01-09 19:43:39,47.4667,84.8667,9.34,88,99,2.64,light snow
419,Axim,GH,2022-01-09 19:43:39,4.8699,-2.2405,81.54,79,58,7.2,broken clouds
420,Noyabrsk,RU,2022-01-09 19:43:40,63.1994,75.4507,-8.48,99,86,12.01,overcast clouds
421,Gazanjyk,TM,2022-01-09 19:43:40,39.2446,55.5154,44.46,70,0,10.65,clear sky
422,Zitiste,RS,2022-01-09 19:43:40,45.485,20.5497,32.11,91,73,3.62,broken clouds
423,Mizdah,LY,2022-01-09 19:43:41,31.4451,12.9801,47.82,37,88,21.7,overcast clouds
424,Pangani,TZ,2022-01-09 19:43:41,-5.4333,38.9667,79.43,83,100,16.13,overcast clouds
425,Mount Gambier,AU,2022-01-09 19:43:41,-37.8333,140.7667,51.71,93,36,3.44,scattered clouds
426,Umm Kaddadah,SD,2022-01-09 19:43:41,13.6017,26.6876,79.39,22,11,7.45,few clouds
427,Novobirilyussy,RU,2022-01-09 19:43:42,56.9514,90.6661,26.46,89,100,11.61,light snow
428,Burnie,AU,2022-01-09 19:43:42,-41.0667,145.9167,62.94,98,89,5.93,overcast clouds
429,Chimoio,MZ,2022-01-09 19:43:42,-19.1164,33.4833,73.26,83,75,2.77,broken clouds
430,Broome,US,2022-01-09 19:43:43,42.2506,-75.833,37.06,79,100,1.99,mist
431,Apiai,BR,2022-01-09 19:43:43,-24.5094,-48.8425,65.19,71,99,5.41,overcast clouds
432,Funadhoo,MV,2022-01-09 19:43:43,6.15,73.2667,80.98,75,88,10.07,overcast clouds
433,Nemuro,JP,2022-01-09 19:43:05,43.3236,145.575,22.39,72,31,8.5,scattered clouds
434,Waw,SS,2022-01-09 19:43:44,7.7029,27.9953,84.45,26,82,3.18,broken clouds
435,Lithakia,GR,2022-01-09 19:39:18,37.7167,20.8333,56.59,64,100,16.04,overcast clouds
436,Westport,US,2022-01-09 19:39:58,41.1415,-73.3579,43.81,75,100,1.99,overcast clouds
437,Rocha,UY,2022-01-09 19:43:44,-34.4833,-54.3333,83.77,41,0,18.88,clear sky
438,Kununurra,AU,2022-01-09 19:43:45,-15.7667,128.7333,80.58,94,94,4.61,overcast clouds
439,Santa Leopoldina,BR,2022-01-09 19:43:45,-20.1006,-40.5297,74.82,94,99,1.72,light rain
440,Tabou,CI,2022-01-09 19:43:45,4.423,-7.3528,80.51,82,82,9.78,broken clouds
441,Montepuez,MZ,2022-01-09 19:43:46,-13.1256,38.9997,69.64,97,100,2.46,moderate rain
442,Chardara,KZ,2022-01-09 19:43:46,41.2547,67.9692,38.3,66,100,7.18,overcast clouds
443,Dauphin,CA,2022-01-09 19:43:46,51.1494,-100.0502,-11.06,64,0,21.85,clear sky
444,Baraboo,US,2022-01-09 19:43:47,43.4711,-89.7443,12.34,57,0,1.01,clear sky
445,Sinnamary,GF,2022-01-09 19:43:47,5.3833,-52.95,79.25,74,99,8.37,overcast clouds
446,Carndonagh,IE,2022-01-09 19:43:47,55.25,-7.2667,44.22,93,88,4.97,overcast clouds
447,Predivinsk,RU,2022-01-09 19:43:48,57.0669,93.4378,26.15,90,100,11.12,light snow
448,Tilichiki,RU,2022-01-09 19:43:48,60.4667,166.1,-5.15,92,97,7.38,overcast clouds
449,Chuy,UY,2022-01-09 19:43:48,-33.6971,-53.4616,78.17,53,0,17.2,clear sky
450,Santa Clara,CU,2022-01-09 19:43:48,22.4,-79.9667,84.97,57,40,16.11,scattered clouds
451,Meulaboh,ID,2022-01-09 19:43:49,4.1363,96.1285,74.79,93,100,3.24,overcast clouds
452,Havre-Saint-Pierre,CA,2022-01-09 19:43:49,50.2334,-63.5986,23.59,93,100,14.97,overcast clouds
453,Macheng,CN,2022-01-09 19:43:49,31.1783,115.0319,43.56,87,100,0.94,overcast clouds
454,Manthani,IN,2022-01-09 19:43:50,18.65,79.6667,70.75,79,90,5.5,overcast clouds
455,Camacha,PT,2022-01-09 19:43:50,33.0833,-16.3333,60.22,88,40,11.5,scattered clouds
456,Kanevskaya,RU,2022-01-09 19:43:50,46.0849,38.9596,38.12,78,100,11.03,overcast clouds
457,Panzhihua,CN,2022-01-09 19:43:50,26.5851,101.7128,47.52,78,0,1.72,clear sky
458,Ust-Maya,RU,2022-01-09 19:43:51,60.4167,134.5333,-36.44,99,100,0.51,overcast clouds
459,Terrak,NO,2022-01-09 19:43:51,65.087,12.3715,30.07,86,8,10.16,clear sky
460,Jinchang,CN,2022-01-09 19:43:51,38.4953,102.1739,20.82,74,4,1.19,clear sky
461,Bereda,ES,2022-01-09 19:43:52,43.2686,-7.5406,58.41,100,100,5.86,overcast clouds
462,San Cristobal,VE,2022-01-09 19:43:52,7.7669,-72.225,71.78,60,77,3.36,broken clouds
463,Hualmay,PE,2022-01-09 19:43:52,-11.0964,-77.6139,75.7,69,9,11.7,clear sky
464,Te Anau,NZ,2022-01-09 19:44:53,-45.4167,167.7167,60.44,78,87,0.04,overcast clouds
465,Songkhla,TH,2022-01-09 19:44:53,6.8333,100.6667,75.25,92,70,4.68,broken clouds
466,Puerto Suarez,BO,2022-01-09 19:44:53,-18.95,-57.8,95.56,52,20,9.22,few clouds
467,Buala,SB,2022-01-09 19:44:54,-8.145,159.5921,79.27,85,87,7.18,light rain
468,Port Hedland,AU,2022-01-09 19:44:54,-20.3167,118.5667,80.65,83,14,8.05,few clouds
469,Ciudad Bolivar,VE,2022-01-09 19:44:54,8.1222,-63.5497,90.27,31,20,11.27,few clouds
470,Makungu,TZ,2022-01-09 19:44:55,-8.7333,35.2833,64.6,88,100,3.83,light rain
471,Kloulklubed,PW,2022-01-09 19:44:55,7.0419,134.2556,73.9,74,100,9.06,overcast clouds
472,Pitangui,BR,2022-01-09 19:44:55,-19.6828,-44.8903,68.31,98,100,2.89,heavy intensity rain
473,Toora-Khem,RU,2022-01-09 19:44:55,52.4675,96.11,-11.25,100,100,0.85,overcast clouds
474,Coffs Harbour,AU,2022-01-09 19:44:56,-30.3,153.1333,71.13,96,75,0.0,broken clouds
475,Ilulissat,GL,2022-01-09 19:44:56,69.2167,-51.1,15.82,79,75,3.44,broken clouds
476,Petropavlovsk-Kamchatskiy,RU,2022-01-09 19:44:56,53.0452,158.6483,28.99,100,100,4.47,heavy shower snow
477,Bismarck,US,2022-01-09 19:44:57,46.8083,-100.7837,7.21,61,100,3.0,overcast clouds
478,Matagami,CA,2022-01-09 19:44:57,49.7502,-77.6328,8.71,72,100,18.41,light snow
479,Matay,EG,2022-01-09 19:44:57,28.419,30.7792,53.8,43,11,7.76,few clouds
480,Khorramshahr,IR,2022-01-09 19:44:58,30.4397,48.1664,53.55,87,8,4.61,mist
481,Gornopravdinsk,RU,2022-01-09 19:44:58,60.05,69.9,3.74,92,12,8.75,few clouds
482,Batagay,RU,2022-01-09 19:44:58,67.6333,134.6333,-31.72,97,15,4.68,few clouds
483,Kissidougou,GN,2022-01-09 19:44:59,9.1848,-10.0999,77.25,22,28,4.9,scattered clouds
484,Muravlenko,RU,2022-01-09 19:44:59,63.7898,74.523,-9.42,99,80,12.21,broken clouds
485,Romny,UA,2022-01-09 19:44:59,50.751,33.4747,30.96,98,100,7.72,light snow
486,Madimba,TZ,2022-01-09 19:45:00,-10.4,40.3333,82.35,78,87,13.4,overcast clouds
487,Verkhnevilyuysk,RU,2022-01-09 19:45:00,63.4453,120.3167,-31.59,97,6,3.98,clear sky
488,Zhengjiatun,CN,2022-01-09 19:45:00,43.5064,123.5064,4.68,82,100,6.93,overcast clouds
489,Pochutla,MX,2022-01-09 19:45:00,15.7432,-96.4661,87.82,42,30,7.61,scattered clouds
490,Mishelevka,RU,2022-01-09 19:45:01,52.8575,103.1719,-1.53,95,54,7.63,broken clouds
491,Alterosa,BR,2022-01-09 19:45:01,-21.2492,-46.1431,65.16,96,100,7.09,overcast clouds
492,Amapa,BR,2022-01-09 19:45:02,1.0,-52.0,78.3,80,100,2.06,overcast clouds
493,Atlantic Beach,US,2022-01-09 19:45:02,30.3344,-81.3987,82.62,61,0,17.27,clear sky
494,Mosquera,CO,2022-01-09 19:45:03,4.7059,-74.2302,66.29,55,20,13.8,few clouds
495,Amga,RU,2022-01-09 19:45:03,60.8953,131.9608,-34.2,97,96,2.06,overcast clouds
496,Lidkoping,SE,2022-01-09 19:45:03,58.5052,13.1577,34.41,2,100,12.19,overcast clouds
497,San Felipe,VE,2022-01-09 19:45:04,10.3399,-68.7425,81.68,50,91,10.31,overcast clouds
498,Tawau,MY,2022-01-09 19:45:04,4.2498,117.8871,75.33,88,100,3.0,overcast clouds
499,Shumikha,RU,2022-01-09 19:45:04,55.2261,63.2961,-4.05,97,6,7.27,clear sky
500,Eyl,SO,2022-01-09 19:45:05,7.9803,49.8164,74.88,73,7,17.4,clear sky
501,Bac Lieu,VN,2022-01-09 19:45:05,9.285,105.7244,75.38,86,33,10.85,scattered clouds
502,Perth,AU,2022-01-09 19:40:29,-31.9333,115.8333,64.58,53,0,9.22,clear sky
503,Altamira,BR,2022-01-09 19:45:05,-3.2033,-52.2064,77.09,94,100,2.3,moderate rain
504,Pitimbu,BR,2022-01-09 19:45:06,-7.4706,-34.8086,86.59,67,2,11.52,clear sky
505,Diamantino,BR,2022-01-09 19:45:06,-14.4086,-56.4461,81.14,82,100,7.14,overcast clouds
506,Tigre,AR,2022-01-09 19:45:06,-34.426,-58.5796,91.2,44,0,5.75,clear sky
507,Suez,EG,2022-01-09 19:41:22,29.9737,32.5263,56.95,39,0,6.15,clear sky
508,Uvalde,US,2022-01-09 19:46:07,29.3669,-99.767,71.31,28,0,8.05,clear sky
509,Eureka,US,2022-01-09 19:46:07,40.8021,-124.1637,62.2,71,0,2.75,clear sky
510,Araguari,BR,2022-01-09 19:46:08,-18.6472,-48.1872,70.09,93,79,4.54,heavy intensity rain
511,Raudeberg,NO,2022-01-09 19:46:08,61.9875,5.1352,36.27,58,23,3.0,few clouds
512,Olavarria,AR,2022-01-09 19:46:08,-36.8927,-60.3225,97.27,12,43,9.01,scattered clouds
513,Waddan,LY,2022-01-09 19:46:09,29.1614,16.139,50.7,47,4,8.32,clear sky
514,Lakota,CI,2022-01-09 19:46:09,5.8528,-5.6883,78.71,75,42,5.86,scattered clouds
515,Zhigalovo,RU,2022-01-09 19:46:09,54.8097,105.1578,-24.47,99,38,2.82,scattered clouds
516,Srivardhan,IN,2022-01-09 19:46:10,18.0333,73.0167,68.4,74,0,9.78,clear sky
517,Hammerfest,NO,2022-01-09 19:41:31,70.6634,23.6821,24.53,73,20,0.0,few clouds
518,Winslow,US,2022-01-09 19:46:10,35.0242,-110.6974,46.96,44,0,1.01,clear sky
519,Saint Anthony,US,2022-01-09 19:46:11,45.0205,-93.218,7.25,55,0,4.0,clear sky
520,Sao Joao Da Barra,BR,2022-01-09 19:46:11,-21.6403,-41.0511,71.69,96,100,7.02,light rain
521,Pangnirtung,CA,2022-01-09 19:46:11,66.1451,-65.7125,-18.4,76,20,3.44,few clouds
