City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
278,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
279,Puerto Escondido,MX,85.03,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
280,Pemangkat,ID,77.05,overcast clouds,1.1667,108.9667,Ramah Kost KITA
285,Viedma,AR,86.22,broken clouds,-40.8135,-62.9967,Hotel Cristal
286,Touros,BR,88.7,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
287,Moengo,SR,80.64,overcast clouds,5.6167,-54.4,Masanga
291,Camargo,MX,71.35,scattered clouds,27.6667,-105.1667,Hotel Santa Fe
296,Gigmoto,PH,77.16,broken clouds,13.7796,124.39,Cj's Travellers Inn
298,Kahului,US,78.84,clear sky,20.8947,-156.47,Maui Seaside Hotel
300,Cabedelo,BR,86.67,clear sky,-6.9811,-34.8339,Hotel Pigalle
303,Nguru,NG,72.01,clear sky,12.8791,10.4526,Government Lodge
308,Kandrian,PG,78.26,overcast clouds,-6.2167,149.55,Kandrian Station
309,Placido De Castro,BR,83.71,overcast clouds,-10.3353,-67.1856,Hotel Carioca
311,Christchurch,NZ,70.92,scattered clouds,-43.5333,172.6333,The George
313,Kirakira,SB,80.4,overcast clouds,-10.4544,161.9205,SanBiz Lodge
315,Malakal,SS,84.87,scattered clouds,9.5334,31.6605,Nile Palace Hotel
318,Puerto Colombia,CO,84.29,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
321,Bende,NG,80.51,clear sky,5.5572,7.6368,Bende Local Government Corppers Lodge
328,Maumere,ID,79.32,overcast clouds,-8.6199,122.2111,Sylvia Hotel
329,Carutapera,BR,78.82,heavy intensity rain,-1.195,-46.02,Lidera
330,Kyabe,TD,85.82,scattered clouds,9.4515,18.9449,
331,Cabo Rojo,PR,85.69,broken clouds,18.0866,-67.1457,Hotel Perichi's
332,Kisaran,ID,72.57,overcast clouds,2.9845,99.6158,Penginapan Batubara1
334,Murray Bridge,AU,75.69,clear sky,-35.1167,139.2667,Balcony On Sixth Lodge
335,Xalpatlahuac,MX,77.7,few clouds,17.4667,-98.6167,Hotel Villarreal
337,Vila Velha,BR,75.15,scattered clouds,-20.3297,-40.2925,Quality Suites Vila Velha
340,Bairiki,KI,78.8,broken clouds,1.3292,172.9752,Tarawa Boutique Hotel
341,Impfondo,CG,79.72,scattered clouds,1.6381,18.0667,Auberge La Place de Jules
342,Tarauaca,BR,78.69,overcast clouds,-8.1614,-70.7656,Flat Temporada
346,Pimentel,PE,82.69,clear sky,-6.8367,-79.9342,Casona Del Muelle
347,Coquimbo,CL,71.33,clear sky,-29.9533,-71.3436,Hostel Del Puerto
350,Imbituba,BR,71.49,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
352,Mildura,AU,75.16,clear sky,-34.2,142.15,Mercure Hotel Mildura
356,Dingle,PH,72.95,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
357,Miri,MY,77.14,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
358,Chimore,BO,79.79,moderate rain,-16.9833,-65.1333,Bichito
359,Nileshwar,IN,73.98,clear sky,12.25,75.1,Neeleshwar Hermitage
363,Belmopan,BZ,86.38,few clouds,17.25,-88.7667,Villa San Juan
364,Bambous Virieux,MU,77.25,moderate rain,-20.3428,57.7575,Casa Tia Villa
365,Flinders,AU,72.21,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
366,Kongolo,CD,72.05,overcast clouds,-5.3833,27.0,GUEST HOUSE OASIS
367,Ayorou,NE,72.14,scattered clouds,14.7308,0.9174,Hotel Amenokal
369,Lima,PE,77.4,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
373,Sao Jose Da Coroa Grande,BR,82.38,clear sky,-8.8978,-35.1478,Crôa Mares Hotel
376,Labuhan,ID,79.0,overcast clouds,-6.8844,112.2051,DoubleFAG
379,Thinadhoo,MV,81.72,overcast clouds,0.5333,72.9333,
380,Ransang,PH,77.97,few clouds,8.9603,117.5828,Black and Crystal Sand Campsite
381,Kiama,AU,72.37,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
385,Coracao De Jesus,BR,79.52,overcast clouds,-16.6853,-44.365,Hotel Neves
392,Tecoanapa,MX,84.16,overcast clouds,16.5167,-98.75,Hotel Manglares
402,Mwandiga,TZ,73.4,overcast clouds,-4.83,29.6581,One Point
407,Cidreira,BR,75.15,broken clouds,-30.1811,-50.2056,Hotel Castelo
408,Bonoua,CI,83.82,clear sky,5.2741,-3.595,Hotel Bon Samaritian
410,Muisne,EC,84.31,overcast clouds,0.6,-80.0333,Quinta Samay
411,Ahuimanu,US,76.78,few clouds,21.4447,-157.8378,Paradise Bay Resort
414,Samarai,PG,79.48,overcast clouds,-10.6167,150.6667,Nuli Sapi
415,Quatre Cocos,MU,77.11,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
416,Makakilo City,US,75.61,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
419,Axim,GH,81.54,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
424,Pangani,TZ,79.43,overcast clouds,-5.4333,38.9667,Safari Mashariki Lodge
426,Umm Kaddadah,SD,79.39,few clouds,13.6017,26.6876,
429,Chimoio,MZ,73.26,broken clouds,-19.1164,33.4833,Predio Livraria Ahmed
432,Funadhoo,MV,80.98,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
434,Waw,SS,84.45,broken clouds,7.7029,27.9953,Universal Gab Hotel
437,Rocha,UY,83.77,clear sky,-34.4833,-54.3333,Hotel Arrarte
438,Kununurra,AU,80.58,overcast clouds,-15.7667,128.7333,Hotel Kununurra
439,Santa Leopoldina,BR,74.82,light rain,-20.1006,-40.5297,Pousada e padaria central
440,Tabou,CI,80.51,broken clouds,4.423,-7.3528,hotêl doufoulougou
445,Sinnamary,GF,79.25,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
449,Chuy,UY,78.17,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
450,Santa Clara,CU,84.97,scattered clouds,22.4,-79.9667,El Carmen
451,Meulaboh,ID,74.79,overcast clouds,4.1363,96.1285,Kost Pria
454,Manthani,IN,70.75,overcast clouds,18.65,79.6667,Arepelli kumar muncipal vice chairman
462,San Cristobal,VE,71.78,broken clouds,7.7669,-72.225,Posada Villaven C.A.
463,Hualmay,PE,75.7,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
465,Songkhla,TH,75.25,broken clouds,6.8333,100.6667,น.ส ซัลมา สาแม็ง
467,Buala,SB,79.27,light rain,-8.145,159.5921,Maringe Lagoon Lodge
468,Port Hedland,AU,80.65,few clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
471,Kloulklubed,PW,73.9,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
474,Coffs Harbour,AU,71.13,broken clouds,-30.3,153.1333,Aquajet Motel
483,Kissidougou,GN,77.25,scattered clouds,9.1848,-10.0999,Hôtel Mantis
486,Madimba,TZ,82.35,overcast clouds,-10.4,40.3333,
489,Pochutla,MX,87.82,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
492,Amapa,BR,78.3,overcast clouds,1.0,-52.0,
493,Atlantic Beach,US,82.62,clear sky,30.3344,-81.3987,One Ocean Resort and Spa
497,San Felipe,VE,81.68,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
498,Tawau,MY,75.33,overcast clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
500,Eyl,SO,74.88,clear sky,7.9803,49.8164,Amiin Hotel
501,Bac Lieu,VN,75.38,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
503,Altamira,BR,77.09,moderate rain,-3.2033,-52.2064,Requinte Hotel
504,Pitimbu,BR,86.59,clear sky,-7.4706,-34.8086,Reserva do Abiaí
505,Diamantino,BR,81.14,overcast clouds,-14.4086,-56.4461,Hotel Delta
508,Uvalde,US,71.31,clear sky,29.3669,-99.767,
510,Araguari,BR,70.09,heavy intensity rain,-18.6472,-48.1872,Big Executive Hotel - Araguari MG
514,Lakota,CI,78.71,scattered clouds,5.8528,-5.6883,Aziz bah divers
520,Sao Joao Da Barra,BR,71.69,light rain,-21.6403,-41.0511,Pousada Porto De Canoas
524,Taguatinga,BR,72.34,overcast clouds,-12.3857,-46.5711,
529,Anloga,GH,84.42,broken clouds,5.7947,0.8973,Pin Drop Hotel
531,Cabrero,CL,80.55,clear sky,-37.0333,-72.4,Hotel San Martin
536,Grand Baie,MU,77.47,overcast clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
540,Basco,PH,74.01,broken clouds,20.4487,121.9702,Nathaniel's Lodge
541,Sola,VU,82.44,overcast clouds,-13.8833,167.55,Leumerus Bungalows
546,Kutum,SD,74.03,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
547,Itarema,BR,82.58,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
552,Saint Simons,US,80.02,clear sky,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
553,Mareeba,AU,75.92,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
554,Kilindoni,TZ,82.74,overcast clouds,-7.9139,39.6668,Bustani B&B
556,Porto Belo,BR,73.69,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
558,Waingapu,ID,78.69,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
562,Chicama,PE,72.14,broken clouds,-7.8447,-79.1469,Balihai Bungalows
563,Puerto Narino,CO,78.75,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
565,Bandarbeyla,SO,76.33,few clouds,9.4942,50.8122,JABIR HOTEL
567,Umm Lajj,SA,77.58,overcast clouds,25.0213,37.2685,Moon light Furnished Units
571,Kanniyakumari,IN,77.16,overcast clouds,8.0833,77.5667,Sparsa
575,Alice Springs,AU,72.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
576,Aripuana,BR,78.91,broken clouds,-9.1667,-60.6333,
579,Ilhabela,BR,71.74,moderate rain,-23.7781,-45.3581,Ilha Flat Hotel
582,Avera,US,72.91,few clouds,33.194,-82.5271,
583,Majene,ID,77.56,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
587,Praia,CV,73.94,clear sky,14.9215,-23.5087,LT Aparthotel
589,San-Pedro,CI,80.71,overcast clouds,4.7485,-6.6363,Hotel Maria
590,Machado,BR,73.17,overcast clouds,-21.6747,-45.9197,JC Palace Hotel
599,Lere,NG,74.03,clear sky,10.387,8.5726,
600,Mount Isa,AU,80.37,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
603,Balao,EC,85.91,overcast clouds,-2.9167,-79.8167,Gilson Stalin Lucas S
604,Sao Gabriel Da Cachoeira,BR,89.4,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
607,Codajas,BR,78.6,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
609,Oistins,BB,82.49,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
611,Rio Grande,BR,82.51,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
612,Byron Bay,AU,72.88,few clouds,-28.65,153.6167,Backpackers Inn
613,Amahai,ID,78.22,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
614,Kang,BW,77.88,overcast clouds,-23.6752,22.7876,Kang Ultra Stop
615,Angoche,MZ,75.78,heavy intensity rain,-16.2325,39.9086,Guest House HESADA
617,Cap Malheureux,MU,77.49,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
622,Souillac,MU,77.38,moderate rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
624,Lalawigan,PH,75.83,overcast clouds,11.5892,125.4697,Palms Apartment
627,Manaus,BR,84.7,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
629,Dubbo,AU,71.73,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
639,Lorengau,PG,79.88,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
640,San Policarpo,PH,77.31,broken clouds,12.1791,125.5072,Agapita M. Nicart
643,Lagos,NG,84.52,scattered clouds,6.5833,3.75,
645,Linhares,BR,79.11,overcast clouds,-19.3911,-40.0722,Hotel Conceição
646,Kandi,BJ,78.58,clear sky,11.1342,2.9386,Baric Motel De Kandi
654,Olinda,BR,85.73,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
655,Gogrial,SS,84.9,broken clouds,8.5332,28.1004,
656,Coruripe,BR,82.13,overcast clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
657,Rosarito,MX,74.91,scattered clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
658,Catalina Foothills,US,70.12,clear sky,32.2979,-110.9187,The Westin La Paloma Resort & Spa
660,Samana,DO,84.42,scattered clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
661,Harper,LR,80.35,scattered clouds,4.375,-7.7169,Screensaver
665,Mitsamiouli,KM,82.44,broken clouds,-11.3847,43.2844,Foyer ADM
670,Acarau,BR,82.89,overcast clouds,-2.8856,-40.12,castelo pizzaria
671,Swan Hill,AU,71.37,clear sky,-35.3378,143.5544,Lazy River Motor Inn
674,Antofagasta,CL,72.68,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
675,Nisia Floresta,BR,88.61,overcast clouds,-6.0911,-35.2086,Rancho Crepusculo
681,Buchanan,LR,84.16,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
691,Sarh,TD,82.31,clear sky,9.1429,18.3923,Domicile 1sur le goudron
694,Martapura,ID,75.29,moderate rain,-3.4167,114.85,Montana Hotel Syariah
696,Kathu,TH,76.82,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
699,Tual,ID,82.17,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
704,Feira De Santana,BR,83.79,heavy intensity rain,-12.2667,-38.9667,Hotel Paraiso
